V0,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,target
0.322,0.258,0.513,-0.0677898199446,-0.438,-0.433,1.31,1.004,0.332,-0.03307235614231207,-0.414,-0.49,-0.413,1.096,1.824,-1.043,1.026,-1.428,0.896,1.335,-0.986,0.008,1.068,0.3411044134692819,0.113,0.919,-0.225,0.396,0.345,-1.226,-0.074,0.268,-0.356,0.935,0.91,0.3641731062503687,-0.413,-0.228,-0.004
-0.522,0.188,1.355,-1.613,0.13554063955030357,-0.897,1.579,1.285,0.704,-0.03307235614231207,0.977,-1.118,0.147952440767372,0.89,1.505,-0.91,1.375,0.165,0.16,1.824,0.163,0.222,1.288,0.3411044134692819,1.396,1.236,-0.569,0.398,-0.448,-1.416,-0.062,0.069,-0.3,0.075,0.048,0.3641731062503687,1.219,-1.416,-0.087
0.355,0.604,0.86,-1.803,-0.477,-0.646,1.501,1.319,0.894,-0.03307235614231207,0.69,-0.844,-0.824,1.328,1.388,-1.286,1.375,0.165,0.412,1.542,0.484,-0.133,1.068,0.3411044134692819,1.399,1.324,-0.354,0.477,-0.43,-1.351,0.36,0.315,-0.371,0.075,0.048,0.3641731062503687,0.668,-0.453,0.428
0.355,-0.027,1.754,-1.528,-0.479,-1.397,1.502,1.337,0.389,-0.03307235614231207,0.498,-2.162,-0.564,0.943,1.495,-1.1,1.274,0.165,0.528,1.729,0.603,0.18,1.445,0.3411044134692819,0.966,1.231,-0.671,0.27,-0.458,-1.055,0.571,0.35,0.021,0.304,0.329,0.3641731062503687,0.866,-2.275,0.354
0.238,-0.177,1.545,-0.753,-0.856,-1.187,1.503,1.326,0.285,-0.03307235614231207,1.178,-1.671,-0.69,0.752,1.577,-0.969,1.318,0.165,0.06413168700025532,1.436,-0.079,0.285,1.445,0.3411044134692819,0.253,0.722,-0.628,0.338,-0.459,-1.065,0.295,0.136,-1.056,1.268,0.498,0.3641731062503687,1.758,-1.668,0.019
0.381,0.187,0.483,-0.913,0.306,-1.2,1.085,1.274,0.183,-0.03307235614231207,-0.706,-1.844,-0.005,1.092,1.225,-0.983,0.709,-0.366,-0.94,1.853,0.464,-0.089,1.068,0.3411044134692819,0.254,0.816,-0.511,0.342,-0.46,-1.008,-0.67,0.38,-0.618,0.753,0.354,0.3641731062503687,-0.575,-0.315,-0.269
-0.685,-0.674,-0.452,-1.75,-0.602,-0.512,-0.268,0.219,-0.65,-0.03307235614231207,-0.693,-0.805,-0.366,1.048,0.336,-0.592,-0.863,0.43,0.53,0.344,-0.02,-0.775,1.445,0.322,1.98,0.065,1.597,0.092,-0.442,-0.597,0.301,-0.537,0.019,1.011,0.366,0.3641731062503687,0.151,0.304,-2.486
0.297,0.343,0.562,-0.401,-0.121,-0.288,0.717,0.47,0.424,-0.03307235614231207,0.985,-0.133,-0.227,0.322,-0.113,-0.282,0.62,0.696,-0.377,1.146,0.414,-0.034,1.068,0.334,1.449,0.48,0.229,0.294,0.705,-0.496,-0.26,0.333,0.852,-0.613,0.273,0.364,1.122,-0.153,0.062
0.543,0.685,0.553,-0.354,0.302,-0.42,0.731,0.542,0.701,-0.03307235614231207,0.627,-0.327,-0.151,0.342,-0.194,-0.469,0.62,0.696,-0.39,1.386,0.414,0.004,0.872,0.334,1.545,0.521,0.228,0.403,0.702,-0.608,0.077,0.33,0.491,-0.613,0.273,0.364,0.617,-0.145,0.293
0.618,0.563,0.378,-0.266,0.461,-0.416,0.682,0.542,0.618,-0.03307235614231207,0.578,-0.526,0.161,0.311,-0.162,-0.469,0.553,0.696,-0.382,1.174,0.729,-0.104,0.872,0.344,0.985,0.454,-0.125,0.404,0.709,-0.147,-0.208,0.76,0.847,-0.613,0.273,0.364,0.575,-0.092,0.368
0.88,0.663,0.929,-0.06,0.35,-1.209,0.727,0.555,0.945,-0.03307235614231207,0.763,-1.796,0.478,0.695,-0.076,-0.032,0.571,0.696,-0.379,1.278,0.972,-0.332,0.51,0.344,0.682,0.416,0.05,0.458,0.706,0.13,-0.212,0.778,0.71,-0.613,0.273,0.364,0.722,-1.137,0.549
0.298,0.221,0.216,0.014,0.171,-0.769,0.702,0.591,0.283,-0.03307235614231207,1.23,-1.288,0.381,0.186,0.028,0.095,0.753,0.696,-0.386,1.486,0.894,-0.046,0.51,0.332,0.521,0.466,-0.2,0.312,0.705,0.171,0.364,0.637,0.351,-0.613,0.273,0.364,1.552,0.243,0.098
0.715,0.58,0.389,0.177,0.546,-0.938,0.679,0.608,0.788,-0.03307235614231207,1.074,-1.595,0.498,0.763,0.128,0.222,0.563,0.829,-0.384,1.549,1.144,-0.441,0.51,0.3411044134692819,-0.48,0.36,-0.163,0.402,0.707,0.246,-0.106,0.563,0.409,-0.613,0.273,0.364,1.281,-0.248,0.593
0.40560646770201064,0.35042033371151843,-0.217,0.261,0.24,-1.02,0.633,0.638,-0.824,-0.03307235614231207,0.649,-1.54,-0.132,0.363,-0.014,0.488,0.102,1.227,-0.388,1.545,-0.472,-0.142,0.314,0.331,-0.483,-0.006,-0.501,0.092,0.669,0.315,-0.105,-0.395,1.781,-0.613,0.273,0.364,1.2,0.16,0.031
0.513,0.366,0.171,0.275,0.37,-0.485,0.573,0.586,0.431,-0.03307235614231207,0.59,-0.626,0.591,0.151,-0.258,0.559,0.102,1.227,-0.392,1.677,-0.199,-0.136,0.547,0.336,-0.483,-0.238,-0.577,0.299,0.555,0.459,0.048,0.084,0.58,-0.613,0.273,0.364,0.546,0.053,0.397
0.744,0.698,0.409,0.316,0.336,-0.897,0.582,0.561,0.608,-0.03307235614231207,0.693,-1.096,0.702,-0.511,-0.344,0.63,0.164,0.696,-0.384,1.929,-0.103,0.317,0.872,0.34,-0.483,-0.182,-0.995,0.348,0.553,0.453,0.447,0.319,0.55,-0.613,0.273,0.364,0.709,-0.721,0.541
0.447,0.306,0.238,0.356,0.237,-0.583,0.558,0.557,0.211,-0.03307235614231207,0.873,-0.597,0.51,-0.065,-0.531,0.529,0.275,0.696,-0.121,1.695,-0.138,0.111,0.872,0.351,-0.483,-0.113,-0.459,0.265,0.55,0.387,-0.056,0.382,0.266,-0.599,0.273,0.364,1.045,0.127,0.474
0.311,0.283,0.226,0.334,0.275,-0.358,0.527,0.557,0.132,-0.03307235614231207,0.549,-0.307,0.522,0.131,-0.664,0.529,0.168,0.696,-0.104,1.628,-0.331,-0.071,0.872,0.329,-0.483,-0.124,-0.47,0.195,0.548,0.269,-0.294,0.222,0.684,-0.441,0.273,0.364,0.512,0.501,0.383
-0.132,-0.208,-0.153,0.282,0.234,-0.609,0.44,0.52,-0.303,-0.03307235614231207,0.607,-0.808,0.285,0.745,-0.62,0.416,0.033,0.696,-0.092,1.472,-0.631,-0.504,1.068,0.324,-0.483,-0.187,-0.373,0.064,0.554,0.269,-0.865,0.017,-0.917,-0.269,0.273,0.364,0.716,0.818,-0.053
0.093,-0.116,0.808,-0.085,-0.493,-0.527,1.308,0.893,0.28,0.042,0.607,-0.421,-0.474,-0.126,-0.666,-0.753,1.178,0.43,0.442,1.982,0.837,-0.773,0.51,0.343,1.259,1.252,-1.326,0.297,0.397,-0.881,-0.198,-0.036,-0.358,0.419,0.835,0.364,0.534,-0.432,0.188
0.687,0.328,0.853,0.158,0.322,-0.891,1.261,0.893,0.738,0.042,0.943,-1.267,0.006,0.065,-0.57,-0.702,1.048,0.43,0.43,0.053966723394432585,0.837,-0.955,0.51,0.335,0.996,1.043,-1.502,0.426,0.269,-0.551,0.122,0.31,0.306,0.419,0.835,0.364,0.67,-0.516,0.764
0.743,0.174,0.932,0.291,-0.074,-1.318,1.297,0.886,0.546,0.042,1.798,-1.969,0.163,-0.182,-0.811,-0.02,1.149,0.696,0.438,1.674,1.235,-0.687,0.314,0.338,0.969,0.704,-1.51,0.364,-0.447,-0.235,0.677,0.23,0.281,0.419,0.835,0.364,1.837,-0.761,0.669
0.286,0.44,0.788,0.378,-0.294,-0.137,1.334,0.926,0.463,0.042,1.439,0.296,-0.105,0.429,-0.353,0.051,1.148,0.961,0.975,0.659,0.989,-0.904,0.314,0.342,0.969,0.68,0.271,0.35,-0.452,-0.375,-0.596,0.168,-0.796,1.222,0.779,0.364,1.295,-0.514,0.364
0.928,0.85,0.869,0.381,0.381,-0.676,0.937,0.75,1.265,0.042,0.962,-0.742,0.711,0.101,-1.098,0.407,0.718,0.43,0.446,1.492,0.705,-1.011,0.51,0.344,1.258,0.693,0.043,0.539,0.398,0.577,-0.371,0.604,-0.115,0.419,-0.852,0.364,0.86,-0.468,0.754
1.097,0.906,0.838,0.58,0.477,-0.85,0.959,0.75,1.407,0.042,1.147,-1.469,0.723,0.122,-0.911,0.759,0.97,0.43,0.444,1.589,1.082,-1.202,0.51,0.33,0.4,0.692,-0.35,0.591,0.402,0.62,-0.152,0.973,0.195,0.419,0.61,0.364,1.072,-0.376,0.982
1.106,1.021,0.993,0.724,0.552,-0.847,1.053,0.79,1.424,0.042,1.666,-1.401,1.089,-0.03,-0.936,0.759,1.146,0.43,0.428,1.062,1.495,-1.036,0.133,0.333,0.153,0.648,-0.451,0.596,0.4,0.832,-0.033,1.096,1.605,0.419,0.61,0.364,1.386,-0.608,1.369
0.769,0.339,1.475,0.851,0.018,-0.625,1.287,0.943,0.525,0.042,1.774,-0.485,0.267,-0.876,-1.21,1.09,1.439,0.961,0.427,1.467,1.477,-0.167,0.314,0.331,0.968,0.713,-0.391,0.385,0.404,0.335,0.713,0.533,0.036,0.419,0.61,0.364,1.674,-0.819,1.031
0.483,0.006,1.715,0.857,-0.374,-0.618,1.263,0.943,0.244,0.042,1.487,-0.545,0.054,-0.621,-1.098,0.262,1.312,0.961,0.442,1.413,1.046,-0.335,0.314,0.342,1.12,0.662,-0.214,0.275,0.402,0.004,0.692,0.306,0.435,0.419,0.61,0.364,1.297,-1.381,0.789
0.441,-0.02,1.34,0.852,-0.502,-0.713,1.218,0.95,0.478,0.042,1.082,-1.136,-0.325,0.72,-1.09,0.262,1.233,0.961,0.422,1.276,0.93,-1.682,0.133,0.339,1.258,0.657,0.053,0.35,0.4,-0.437,0.098,0.192,0.535,0.419,0.61,0.364,1.166,-1.568,0.424
-0.468,-0.146,1.181,0.845,0.13554063955030357,-0.246,1.253,0.939,0.196,0.042,0.741,-0.009,-1.093,0.126,-0.945,-0.379,1.233,0.607,0.443,1.122,0.309,-0.951,0.133,0.341,1.687,0.767,0.223,0.345,0.4,-0.486,0.421,-0.195,1.136,0.419,0.61,0.364,0.794,-0.694,0.211
-0.563,-0.255,1.48,0.834,0.13554063955030357,-0.273,1.292,0.934,0.495,0.042,0.608,0.14,-1.222,0.015,-0.916,-1.106,1.134,0.43,0.442,0.918,0.152,-0.818,0.133,0.342,1.689,0.913,0.38,0.326,0.402,-1.027,0.244,0.069,0.825,0.419,0.61,0.364,0.512,-1.667,0.128
0.735,0.005,1.098,-0.375,-0.183,-1.054,1.084,0.89,0.541,0.042,0.919,0.282,-0.026,0.29,-1.091,-0.001,0.903,0.43,0.436,1.411,0.124,-1.402,0.133,0.3411044134692819,1.111,0.611,-0.29,0.384,0.4,-0.349,0.232,0.168,0.489,-0.212,-0.234,0.3641731062503687,0.802,-1.216,0.53
0.653,-0.33,1.941,-0.438,-0.806,-1.121,1.195,0.925,0.005,0.042,1.094,0.282,-0.187,0.369,-0.885,-0.222,0.995,0.43,0.443,1.333,0.162,-1.507,0.133,0.3411044134692819,1.311,0.806,-0.284,0.176,0.888,-0.573,0.445,0.114,0.63,-0.212,-0.234,0.3641731062503687,0.931,-2.222,0.281
-0.318,-0.402,1.865,-0.764,-1.143,-0.137,1.312,0.976,0.219,-0.03307235614231207,0.989,0.205,-1.285,-0.857,-0.804,-0.427,1.173,0.43,0.26,0.519,-0.454,-0.388,-0.063,0.3411044134692819,0.537,0.941,0.944,0.178,-0.462,-0.798,1.032,-0.173,1.078,0.381,0.048,0.3641731062503687,1.013,-2.172,0.06
-0.776,-0.099,0.028,-1.482,-0.709,0.005,0.104,0.035,-0.224,-0.03307235614231207,0.723,0.438,-0.964,-1.92,0.189,-1.796,0.241,0.165,0.435,0.897,1.061,1.454,0.51,0.34,1.227,-0.0516786703601,-0.064,0.143,-0.456,-1.498,-0.473,-0.02,-0.367,0.419,0.16,0.364,-0.174,1.04,-0.017
0.463,0.453,-0.156,-1.229,0.483,-0.178,-0.296,-0.179,0.223,0.042,0.131,0.067,0.451,-0.608,0.945,-0.224,-0.826,0.165,0.446,0.019,0.316,0.056,0.429,0.336,0.967,0.171,0.894,0.288,-0.461,0.343,-0.221,-0.024,-0.106,-0.212,0.16,0.364,-0.274,-0.186,1.07
0.487,0.24,-0.066,-1.089,1.066,-0.102,-0.152,-0.129,0.501,0.042,1.288,0.274,0.454,0.195738227147,0.952,0.061,-0.344,0.165,0.428,0.824,0.341,0.831,0.51,0.349,0.8,0.078,0.099,0.354,-0.461,0.343,0.308,0.242,-0.045,0.419,0.16,0.364,1.215,0.048,0.778
-0.104,0.172,-0.676,-1.167,0.589,-0.363,-0.193,-0.091,-0.359,0.042,1.655,-0.349,0.594,-1.734,0.954,0.391,-0.398,0.165,0.444,0.557,-0.161,0.443,0.314,0.329,0.8,-0.097,0.398,0.11,-0.457,0.663,0.539,0.145,-0.681,0.419,0.16,0.364,0.22761818775662554,1.144,0.347
0.704,0.516,-0.189,-1.164,0.55,-0.613,-0.109,-0.078,0.229,0.042,0.567,-0.663,0.563,0.415,-0.335,0.484,-0.512,0.696,0.433,-0.325,-0.222,-0.313,0.314,0.323,-0.183,-0.318,1.276,0.283,-0.457,0.977,-0.527,0.28,-0.794,0.419,0.16,0.364,0.74,-0.624,0.603
-0.541,-0.251,-0.643,-1.2,0.418,-0.023,-0.03,-0.094,-0.001,0.042,1.275,0.412,0.258,-1.246,-0.894,0.672,-0.218,0.696,0.604,0.106,-0.925,0.641,0.51,0.35,-0.185,-0.251,1.071,-0.02,-0.455,0.754,0.017,0.363,0.886,0.419,0.16,0.364,1.217,1.574,-0.478
0.115,0.213,-0.497,-1.792,0.806,-0.171,-0.285,-0.265,0.009,0.042,0.076,0.04,0.704,0.9,-1.272,1.476,-1.236,-0.366,0.445,-0.591,0.824,-0.355,0.314,0.345,0.094,-0.045,1.797,0.157,-0.458,1.739,-0.245,-0.294,-0.112,0.419,0.16,0.364,-0.176,0.659,-0.297
-0.062,-0.301,-0.492,-1.659,0.872,-0.212,-0.197,-0.331,-0.031,0.042,1.02,-0.003,0.633,-0.739,-1.277,1.423,-0.782,-0.012,0.437,-0.086,0.898,0.109,0.314,0.327,0.092,-0.153,1.606,-0.01,-0.458,1.368,-0.023,0.114,0.391,0.419,0.16,0.364,0.831,1.149,-0.539
-0.189,-0.128,-0.382,-1.659,0.852,-0.22,-0.126,-0.348,-0.113,0.042,-0.157,0.011,0.31,0.135,-0.9,1.156,-0.833,0.165,0.442,-0.069,0.993,-0.251,0.133,0.346,0.092,-0.23,1.86,0.197,-0.456,1.097,-0.071,-0.103,0.192,0.419,0.16,0.364,0.451,0.342,-0.325
-0.06,-0.386,-0.645,-1.419,0.898,-0.267,-0.065,-0.353,-0.1,0.042,-0.179,-0.117,0.436,-1.414,-0.779,0.695,-0.645,0.165,0.436,0.061,0.933,0.355,0.133,0.352,0.073,-0.238,1.321,0.061,-0.438,1.043,0.496,0.155,0.068,0.419,0.16,0.364,-0.416,1.117,0.018
0.025,-0.121,-0.344,-1.42,0.756,-0.178,-0.075,-0.363,-0.219,0.042,0.094,0.017,0.507,-0.179,-0.759,0.695,-0.772,0.165,0.439,-0.024,0.657,-0.156,0.133,0.332,0.094,-0.406,1.538,0.196,-0.453,0.659,-0.135,-0.09,-0.391,0.419,0.16,0.364,0.148,-0.128,0.093
-0.248,-0.49,-0.659,-1.388,0.495,0.069,-0.019,-0.363,-0.401,0.042,0.608,0.499,0.223,0.753,-0.808,0.3,-0.556,0.165,0.439,-0.457,0.343,-0.395,0.019,0.345,0.167,-0.388,2.146,0.067,0.137712257618,0.318,-0.421,-0.028,-0.133,0.419,0.16,0.364,0.643,0.838,-0.223
-0.72,0.35042033371151843,-0.57,-1.332,0.246,-0.201,0.044,-0.344,-0.668,0.042,0.542,0.079,0.354,-0.45,-0.563,0.24,-0.628,0.165,0.432,0.4,-0.107,0.26,-0.063,0.344,0.796,-0.366,1.254,-0.059,0.137712257618,0.269,0.143,-0.071,0.462,0.419,0.16,0.364,0.473,1.015,-0.447
-0.436,-0.364,-0.646,-1.338,0.125,-0.185,0.005,-0.307,-0.613,0.042,-0.451,-0.034,0.277,0.72,-0.68,-0.06,-0.736,0.165,0.438,0.638,-0.333,-0.369,0.133,0.344,0.796,-0.477,0.698,0.055,1.832,0.03,0.668,-0.411,0.402,0.419,0.16,0.364,-0.173,0.681,0.08
0.226,0.47,-0.186,-1.365,0.134,-0.163,0.089,-0.295,0.298,0.042,-0.103,0.105,0.184,0.261,-0.577,-0.287,-0.509,0.165,0.441,0.448,-0.044,-0.023,0.133,0.343,0.8,-0.427,0.599,0.228,-0.455,-0.018,0.063,-0.101,1.52,0.419,0.16,0.364,-0.247,0.159,0.19
0.115,0.235,-0.332,-1.371,0.277,-0.167,0.117,-0.208,-0.038,0.042,-0.07,0.08,0.312,0.628,-0.515,-0.287,-0.372,0.165,0.432,0.517,-0.089,-0.238,-0.063,0.337,0.8,-0.383,0.616,0.203,-0.456,-0.198,0.024,0.284,0.095,0.419,0.16,0.364,0.059,0.414,0.344
0.427,0.511,-0.042,-1.366,0.353,-0.225,0.222,-0.208,0.435,0.042,0.279,-0.035,0.483,0.17,-0.582,-0.232,-0.272,0.165,0.439,0.461,-0.038,0.074,-0.063,0.342,0.802,-0.228,0.645,0.275,-0.456,-0.115,0.904,0.405,0.496,0.419,0.16,0.364,0.283,0.373,0.273
0.366,0.45,-0.334,-1.255,0.47,-0.225,0.217,-0.089,0.29,0.042,0.089,-0.063,0.392,-0.529,-0.339,-0.175,-0.24,0.165,0.44,0.686,0.043,0.332,-0.063,0.338,0.803,-0.12,0.192,0.323,-0.455,0.05,1.053,0.431,0.531,0.419,0.16,0.364,0.205,0.562,0.211
0.714,0.791,0.29,-1.187,0.426,-0.34,0.24,-0.067,0.633,0.042,-0.327,-0.076,0.48,-0.233,-0.176,0.11,-0.2,0.165,0.437,0.613,0.319,0.296,-0.063,0.344,0.8,-0.01,0.536,0.388,-0.451,0.31,0.636,0.659,0.767,0.419,0.16,0.364,-0.171,-0.608,0.355
0.483,0.402,-0.036,-1.071,0.386,-0.172,0.278,-0.059,0.406,0.042,-0.071,0.15,0.236,0.285,-0.151,0.302,0.08,0.165,0.438,0.295,0.473,-0.025,-0.063,0.339,0.8,0.21,0.685,0.261,-0.457,0.31,1.175,0.556,1.091,0.419,0.16,0.364,0.094,-0.192,0.267
0.805,0.795,0.258,-0.827,0.383,-0.366,0.346,0.001,0.797,0.042,0.124,-0.33,0.395,1.081,-0.106,0.302,0.081,0.165,0.445,-0.052,1.002,-0.514,0.133,0.328,0.8,0.32,1.011,0.414,-0.451,0.224,-0.232,0.643,-0.066,0.419,0.16,0.364,-0.177,-0.225,0.812
0.67,0.572,0.654,-0.39,0.159,-0.132,0.479,0.001,0.89,0.042,0.662,0.435,0.332,1.047,-0.093,0.247,0.457,0.165,0.431,-0.378,0.964,-0.23,0.133,0.338,0.8,0.341,1.859,0.367,-0.455,0.129,-0.516,0.695,0.056,0.419,0.16,0.364,0.629,-0.393,1.08
-0.473,-0.111,-0.285,-0.339,0.087,-0.223,0.527,0.106,-0.047,0.042,1.488,0.052,0.505,0.158,-0.219,0.055,0.259,0.519,0.432,0.235,-0.718,0.198,0.133,0.348,0.8,0.026,1.311,0.087,-0.444,0.121,0.163,0.418,0.546,0.419,0.16,0.364,1.248,1.195,1.173
-0.008,-0.036,-0.293,-1.334,0.325,-0.18,0.479,0.131,0.119,0.042,0.2513143946091433,0.247,0.226,-1.049,0.04,0.055,-0.096,0.696,0.433,0.003,-0.020948315111698614,0.767,-0.063,0.347,0.8,-0.533,0.923,0.245,-0.454,0.093,0.126,0.05,1.387,0.419,0.16,0.364,1.61,0.834,1.002
0.139,-0.078,-0.47,0.07736384783697765,0.265,-0.072,0.336,0.139,-0.022,0.042,0.907,0.131,0.293,0.94,0.146,0.055,-0.373,0.961,0.447,0.118,-1.379,-0.511,-0.063,0.335,0.8,-0.729,1.472,0.235,-0.455,0.11,-0.265,-0.11,0.761,0.419,0.16,0.364,0.22761818775662554,0.28,-0.598
0.341,0.619,0.117,-1.332,0.696,0.049,0.424,0.139,0.512,0.042,0.144,0.472,0.338,0.662,0.13,-0.175,0.047,0.165,0.431,-0.448,1.463,-0.194,0.133,0.334,0.8,0.773,1.913,0.352,-0.456,0.144,0.244,0.683,1.039,0.419,0.16,0.364,-0.47,-0.178,0.618
0.408,0.585,0.226,-0.349,0.248,-0.076,0.49,0.206,0.581,0.042,1.118,0.03,0.168,1.238,0.301,-0.251,0.167,0.43,0.439,-0.437,1.521,-0.708,0.133,0.333,0.8,0.289,1.968,0.359,-0.45,0.083,-0.085,0.922,0.114,0.419,0.16,0.364,1.16,-0.07,0.516
-0.384,0.075,-0.178,-0.522,0.452,-0.224,0.549,0.259,-0.219,0.042,0.447,-0.027,0.636,0.66,0.424,-0.545,0.099,0.696,0.443,0.011,0.429,-0.222,0.314,0.33,0.942,0.144,1.738,0.307,0.137712257618,-0.248,0.364,0.508,0.441,0.419,0.16,0.364,0.871,0.421,0.167
-0.049,0.29,-0.134,-0.68,0.207,0.091,0.549,0.266,0.595,-0.03307235614231207,0.638,0.751,0.112,0.264,0.153,-0.551,0.167,0.43,0.055033933518,-0.338,0.328,0.275,0.314,0.3411044134692819,0.941,0.128,1.709,0.263,-0.452,-0.076,0.055476800554,0.713,0.0208057479224,0.419,0.16,0.364,-0.112,1.258,0.567
0.102,0.053,-0.056,-1.498,0.07,-0.051,0.044,0.274,0.051,-0.03307235614231207,-1.264,0.136,-0.074,1.119,0.426,0.075,-0.569,-0.277,0.429,0.428,-1.438,-0.68,0.209,0.33,0.941,-0.155,0.803,0.344,-0.447,0.496,0.112,-0.474,0.278,0.419,0.16,0.364,-1.365,-0.456,-0.428
0.468,0.73,-0.1,-1.795,0.108,-0.149,0.159,0.147,0.597,0.042,-0.289,0.014,0.018,-0.929,0.483,0.121,-0.069,0.165,0.441,0.876,-0.302,0.599,0.133,0.338,0.939,0.177,0.085,0.338,-0.449,0.282,0.16835706383469856,0.227,1.721,0.419,0.16,0.364,-0.747,0.807,-0.146
0.829,0.92,0.055,-1.402,0.492,-0.174,0.131,0.187,0.793,0.042,0.591,0.103,0.6,-0.472,0.486,0.452,0.0,0.165,0.434,0.627,0.196,0.339,0.314,0.3411044134692819,0.941,-0.001,0.528,0.417,0.718,0.445,0.16835706383469856,0.69,1.678,-0.212,-0.459,0.364,0.627,0.007,0.662
1.002,0.865,0.049,-1.245,0.803,-0.456,0.156,0.187,1.032,0.042,-0.058,-0.656,0.422,-0.036,0.397,0.581,0.045,0.165,0.713,0.506,0.379,-0.083,0.429,0.3411044134692819,0.943,-0.069,0.692,0.482,1.48,0.772,1.509,0.818,0.818,0.319,-0.252,0.364,-0.227,0.081,0.762
0.961,0.78,0.665,-1.112,0.321,0.348,0.323,0.18,0.934,0.042,0.029,0.815,0.397,1.387,0.574,0.83,0.481,0.43,-0.576,0.309,0.649,-1.021,0.314,0.3411044134692819,0.944,0.239,1.11,0.445,1.487,0.969,-0.538,0.68,-0.317,-0.002,0.507,0.3641731062503687,-0.112,-0.597,1.261
0.742,0.738,0.758,-0.911,0.375,-0.253,0.588,0.345,0.878,0.042,-0.211,-0.08,0.384,-0.016,0.619,0.371,0.341,0.696,-0.15,0.492,-0.017,0.03,0.314,0.328,0.938,0.155,0.474,0.427,1.486,0.398,1.005,0.634,0.519,-0.07103404157089253,0.835,0.364,-0.179,-0.755,0.767
0.726,0.798,0.234,-0.666,0.373,-0.334,0.587,0.351,0.703,0.042,0.106,-0.305,0.472,-0.09,0.78,0.36,0.395,0.696,0.375,0.514,0.173,0.067,0.314,0.3411044134692819,0.938,0.252,0.619,0.386,1.485,0.398,0.773,0.658,1.173,-0.575,-0.637,0.364,-0.045,0.49,0.771
0.762,0.451,1.629,-0.659,0.315,0.05,0.575,0.353,0.601,0.042,-0.574,0.479,0.379,0.329,0.874,0.369,0.339,0.696,0.532,0.654,0.182,-0.173,0.314,0.331,0.237,0.297,0.832,0.273,1.486,0.347,-0.135,0.693,-0.071,-0.785,-0.74,0.364,-0.421,-1.374,1.037
0.586,0.595,0.628,-0.763,0.176,-0.194,0.587,0.353,0.598,0.042,0.577,0.027,0.324,-0.611,0.785,0.224,0.479,0.696,0.076,0.422,0.214,0.463,0.51,0.331,0.234,0.332,0.736,0.369,1.485,0.066,-0.134,0.503,-0.024,0.013,0.024,0.364,0.443,0.35,0.719
0.845,0.775,0.153,-0.686,0.86,-0.352,0.468,0.353,0.837,0.042,-0.136,-0.275,0.567,0.44,0.817,0.154,0.29,0.696,-0.045,-0.021,0.209,-0.143,0.396,0.344,0.236,0.195,1.245,0.479,1.482,0.122,-0.612,0.513,-0.349,0.438,0.554,0.364,-0.073,0.31,0.829
0.672,0.839,0.339,-0.234,0.863,-0.051,0.071,0.244,0.53,0.042,-0.021,0.27,0.985,0.241,0.904,0.013,-0.066,0.696,0.44,0.262,0.435,-0.295,0.094,0.3411044134692819,0.233,0.098,1.044,0.369,1.488,0.794,0.496,1.119,-0.072,-0.47,-0.716,0.364,0.41,-0.74,0.564
0.881,0.723,0.464,-0.225,0.425,-0.09,0.143,0.169,0.907,0.042,0.518,0.225,0.819,-0.19,0.875,0.39,0.179,0.696,0.347,0.241,0.505,0.025,-0.063,0.3411044134692819,0.237,0.178,0.994,0.463,1.488,0.831,0.017,0.914,-0.411,-0.785,0.015,0.364,0.156,-0.281,0.926
0.609,0.187,1.169,0.113,-0.1,-0.254,0.625,0.334,0.652,0.042,1.008,-0.395,-0.484,1.27,0.853,-0.045,0.814,0.696,0.433,0.269,0.516,-1.156,0.314,0.3411044134692819,1.084,0.623,0.686,0.387,1.484,-0.421,1.038,0.478,0.63,-0.107,0.109,0.364,1.186,-1.58,0.512
0.119,0.443,0.723,0.087,-0.894,-0.054,0.699,0.439,0.631,0.042,0.421,0.213,-1.043,0.105,0.588,-0.764,0.87,0.696,0.442,0.497,0.141,-0.026,0.314,0.3411044134692819,1.227,0.802,0.616,0.454,1.482,-0.94,0.525,0.129,0.46,-0.843,-0.562,0.364,0.653,-0.49,0.397
0.454,0.329,1.121,0.087,-0.763,-0.43,0.72,0.494,0.85,0.042,0.264,-0.677,-0.892,1.666,0.418,-1.071,0.78,0.696,0.437,0.333,0.04,-1.328,0.133,0.326,1.227,0.927,1.012,0.375,1.189,-1.126,0.851,0.464,1.097,1.05,0.16,0.364,0.209,-2.108,0.425
0.40560646770201064,1.28,1.121,0.317,1.318,-1.226,-0.633,-0.721,0.4284308510638298,0.042,1.576,-2.018,0.883,0.409,-0.219,1.466,0.519,0.961,0.521,-0.061,1.61,-0.028,0.314,0.335,-0.272,-0.077,1.121,0.682,-0.459,1.651,0.093,1.468,0.056,0.534,0.273,0.3641731062503687,1.452,-1.575,1.687
1.167,0.764,0.974,-0.296,0.402,-0.202,-0.305,-0.526,1.141,0.042,0.2513143946091433,-0.006,0.404,0.377,-0.073,1.439,1.023,0.961,0.532,-0.568,1.556,0.076,0.133,0.347,0.237,0.228,1.696,0.534,-0.438,1.651,0.274,1.298,-0.037,0.534,0.273,0.364,1.896,-0.988,1.764
